Date,Open,High,Low,Close,Adj Close,Volume
2017-07-20,59.119999,59.590000,58.799999,59.099998,58.219193,11915500
2017-07-21,59.000000,60.000000,58.910000,59.950001,59.056526,11048300
2017-07-24,59.689999,59.770000,58.759998,58.950001,58.071430,7498900
2017-07-25,59.320000,59.520000,58.919998,59.389999,58.504871,5157100
2017-07-26,59.090000,59.130001,58.320000,58.360001,57.490219,5529500
2017-07-27,58.599998,58.680000,57.990002,58.150002,57.283352,8259900
2017-07-28,58.150002,58.740002,57.970001,58.669998,57.795601,5112800
2017-07-31,58.709999,59.119999,58.330002,59.049999,58.169937,6225900
2017-08-01,59.000000,59.939999,58.900002,59.840000,58.948166,9051700
2017-08-02,59.549999,59.950001,59.270000,59.790001,58.898911,4468100
2017-08-03,59.799999,60.529999,59.639999,60.139999,59.243690,5677200
2017-08-04,60.169998,60.340000,59.630001,59.759998,58.869354,4106000
2017-08-07,59.820000,60.099998,59.709999,59.790001,58.898911,4066700
2017-08-08,59.880001,60.119999,59.360001,59.459999,58.573830,5586400
2017-08-09,59.419998,59.970001,59.259998,59.900002,59.007271,5310900
2017-08-10,59.680000,59.689999,59.060001,59.070000,58.189640,5585100
2017-08-11,58.730000,59.270000,58.590000,58.970001,58.091133,4980000
2017-08-14,59.150002,60.000000,59.130001,59.779999,58.889061,5838300
2017-08-15,58.939999,59.009998,58.290001,58.560001,57.687237,8913000
2017-08-16,58.900002,59.049999,58.220001,58.540001,57.667542,5489600
2017-08-17,58.529999,58.740002,57.419998,57.459999,56.603638,9148600
2017-08-18,54.849998,55.419998,54.169998,54.950001,54.131046,22905200
2017-08-21,54.439999,54.439999,53.110001,53.610001,52.811016,14289300
2017-08-22,53.919998,54.410000,53.790001,54.130001,53.323269,8212800
2017-08-23,53.919998,54.080002,53.450001,53.610001,52.811016,6409400
2017-08-24,53.930000,53.970001,53.459999,53.840000,53.037586,5461900
2017-08-25,54.029999,54.200001,53.540001,53.900002,53.096699,6416600
2017-08-28,54.070000,54.430000,53.619999,53.730000,52.929226,5269400
2017-08-29,52.740002,52.880001,52.070000,52.730000,51.944126,12539900
2017-08-30,52.799999,52.959999,52.250000,52.560001,51.776665,7434500
2017-08-31,52.599998,52.980000,52.470001,52.810001,52.201710,7728900
2017-09-01,53.000000,53.450001,52.900002,53.360001,52.745373,5509800
2017-09-05,53.250000,53.470001,52.880001,53.009998,52.399403,6306500
2017-09-06,53.119999,53.340000,52.709999,52.759998,52.152283,7407600
2017-09-07,52.759998,52.849998,52.340000,52.389999,51.786541,6905800
2017-09-08,52.250000,52.509998,52.110001,52.200001,51.598736,8563300
2017-09-11,52.380001,53.130001,52.320000,53.029999,52.419174,8649900
2017-09-12,53.770000,54.090000,53.299999,53.400002,52.784916,7823700
2017-09-13,53.450001,53.639999,53.040001,53.520000,52.903530,6086000
2017-09-14,53.540001,53.889999,53.119999,53.730000,53.111115,7497400
2017-09-15,53.860001,54.060001,53.520000,53.869999,53.249496,10046800
2017-09-18,53.869999,54.160000,53.400002,53.500000,52.883762,8166400
2017-09-19,52.779999,54.049999,52.509998,53.330002,52.715725,14707200
2017-09-20,53.490002,53.639999,53.040001,53.560001,52.943069,7058000
2017-09-21,53.549999,53.639999,53.090000,53.189999,52.577332,8065400
2017-09-22,53.020000,53.610001,52.799999,53.240002,52.626762,10962400
2017-09-25,53.080002,53.560001,53.000000,53.230000,52.616867,12262400
2017-09-26,53.180000,53.970001,52.980000,53.700001,53.081459,16183700
2017-09-27,52.169998,52.689999,51.029999,52.669998,52.063320,36202500
2017-09-28,52.799999,53.029999,52.330002,52.630001,52.023781,11334700
2017-09-29,52.590000,52.820000,51.759998,51.849998,51.252766,12189900
2017-10-02,52.160000,52.209999,51.660000,51.869999,51.272537,7516200
2017-10-03,52.000000,52.049999,51.400002,51.470001,50.877148,8126700
2017-10-04,51.509998,52.130001,51.400002,52.080002,51.480118,8204300
2017-10-05,52.009998,52.320000,51.779999,52.180000,51.578968,5287400
2017-10-06,52.200001,52.459999,52.119999,52.419998,51.816200,5360300
2017-10-09,52.230000,52.299999,51.500000,51.520000,50.926571,6875100
2017-10-10,51.580002,51.820000,51.369999,51.529999,50.936451,8372700
2017-10-11,51.389999,51.520000,50.830002,51.029999,50.442211,9109600
2017-10-12,50.980000,51.119999,50.349998,50.830002,50.244518,10658400
2017-10-13,50.830002,51.070000,50.400002,50.980000,50.392784,16227900
2017-10-16,50.799999,51.410000,50.639999,51.369999,50.778290,9299300
2017-10-17,51.500000,52.040001,51.380001,52.000000,51.401039,9492700
2017-10-18,52.180000,52.400002,52.099998,52.299999,51.697582,10890300
2017-10-19,51.660000,52.799999,51.480000,52.689999,52.083092,12568200
2017-10-20,52.790001,53.500000,52.790001,53.060001,52.448830,13020900
2017-10-23,53.060001,53.950001,53.000000,53.660000,53.041920,12242600
2017-10-24,53.900002,54.000000,53.099998,53.419998,52.804684,14767600
2017-10-25,53.430000,55.910000,52.669998,54.939999,54.307175,24804000
2017-10-26,55.259998,57.250000,55.139999,56.810001,56.155636,22185100
2017-10-27,55.820000,56.360001,55.650002,55.959999,55.315426,12801800
2017-10-30,55.709999,55.930000,54.840000,55.270000,54.633373,10169400
2017-10-31,54.750000,55.279999,54.520000,54.990002,54.356602,9794800
2017-11-01,55.419998,55.500000,54.849998,55.070000,54.435680,7544500
2017-11-02,55.150002,55.320000,54.590000,55.119999,54.485096,7250300
2017-11-03,55.150002,55.720001,55.040001,55.709999,55.068302,9448200
2017-11-06,55.290001,56.130001,55.139999,56.040001,55.394505,9332200
2017-11-07,55.750000,56.020000,55.020000,55.150002,54.514759,7774700
2017-11-08,55.000000,55.770000,54.889999,55.759998,55.117729,7079400
2017-11-09,55.500000,56.349998,55.310001,56.130001,55.483467,10958500
2017-11-10,55.880001,56.490002,55.619999,56.090000,55.443932,7535700
2017-11-13,55.660000,56.090000,55.660000,55.910000,55.266003,10106100
2017-11-14,55.709999,56.180000,55.529999,55.980000,55.335194,5037500
2017-11-15,55.959999,56.869999,55.080002,56.630001,55.977711,6610500
2017-11-16,56.619999,57.279999,56.410000,57.230000,56.570797,8233300
2017-11-17,58.540001,59.529999,58.369999,59.189999,58.508217,15475500
2017-11-20,58.630001,59.500000,57.980000,59.250000,58.567532,8480600
2017-11-21,59.029999,59.400002,58.930000,59.389999,58.705917,9057800
2017-11-22,59.180000,59.340000,58.939999,59.070000,58.389603,8501300
2017-11-24,59.000000,59.349998,58.910000,59.320000,58.636723,3400400
2017-11-27,59.200001,59.700001,59.169998,59.630001,58.943157,7891600
2017-11-28,58.759998,59.599998,58.540001,59.580002,58.893726,8665300
2017-11-29,59.730000,60.630001,59.730000,60.360001,59.664749,12022800
2017-11-30,60.259998,61.209999,60.200001,60.419998,59.724049,12551200
2017-12-01,60.419998,60.430000,59.240002,59.880001,59.386852,10113500
2017-12-04,60.270000,60.700001,59.970001,60.099998,59.605038,7513200
2017-12-05,60.650002,60.799999,59.650002,60.419998,59.922401,8862900
2017-12-06,60.410000,60.849998,59.700001,59.720001,59.228176,7862200
2017-12-07,59.860001,61.060001,59.650002,60.599998,60.100922,6113300
2017-12-08,60.500000,61.369999,60.290001,61.299999,60.795158,6065200
2017-12-11,61.369999,62.220001,61.299999,61.910000,61.400131,9017800
2017-12-12,61.810001,62.529999,61.650002,62.169998,61.657993,7358000
2017-12-13,62.220001,64.459999,62.020000,64.300003,63.770458,16072600
2017-12-14,64.430000,64.849998,64.050003,64.529999,63.998554,13055100
2017-12-15,64.889999,65.070000,64.150002,64.790001,64.256409,15659300
2017-12-18,64.930000,65.080002,64.389999,64.809998,64.276245,12652000
2017-12-19,65.150002,65.190002,64.180000,64.239998,63.710945,8212500
2017-12-20,64.389999,64.500000,63.580002,63.590000,63.066296,12468600
2017-12-21,64.290001,64.980003,63.299999,64.769997,64.236580,14352300
2017-12-22,61.200001,63.540001,60.130001,63.290001,62.768768,20414200
2017-12-26,62.900002,63.889999,62.810001,63.650002,63.125809,4563500
2017-12-27,63.560001,63.599998,62.770000,62.950001,62.431568,8959700
2017-12-28,63.000000,63.320000,62.849998,62.950001,62.431568,3987200
2017-12-29,63.209999,63.369999,62.549999,62.549999,62.034863,5222100
2018-01-02,62.849998,63.490002,62.849998,63.490002,62.967121,6511000
2018-01-03,63.480000,63.660000,62.759998,63.480000,62.957203,6091100
2018-01-04,63.400002,63.549999,62.549999,63.439999,62.917534,5780500
2018-01-05,63.700001,64.300003,63.470001,63.980000,63.453087,11632300
2018-01-08,64.150002,64.709999,63.980000,64.550003,64.018394,11905700
2018-01-09,64.230003,64.720001,63.470001,64.089996,63.562176,8771300
2018-01-10,63.880001,64.230003,63.439999,64.220001,63.691116,5010600
2018-01-11,64.029999,64.309998,63.779999,64.290001,63.760536,5103500
2018-01-12,64.500000,64.720001,64.320000,64.669998,64.137405,5135700
2018-01-16,64.779999,65.360001,63.369999,63.419998,62.897697,9117000
2018-01-17,63.669998,64.010002,63.080002,63.810001,63.284485,7335900
2018-01-18,64.000000,64.209999,63.540001,64.110001,63.582016,5656900
2018-01-19,65.309998,67.239998,65.120003,67.209999,66.656494,12896100
2018-01-22,66.550003,66.830002,65.760002,66.389999,65.843239,8491800
2018-01-23,66.529999,67.330002,66.440002,67.139999,66.587059,6412000
2018-01-24,67.339996,68.180000,67.070000,68.000000,67.439980,7421800
2018-01-25,68.129997,68.639999,67.449997,67.709999,67.152374,5707600
2018-01-26,68.199997,68.639999,67.919998,68.040001,67.479652,6290500
2018-01-29,67.820000,68.139999,67.419998,67.580002,67.023438,5067300
2018-01-30,67.500000,68.309998,67.160004,67.330002,66.775497,6350500
2018-01-31,67.500000,68.830002,67.470001,68.220001,67.658165,11036400
2018-02-01,67.669998,67.970001,66.699997,67.650002,67.092865,5790500
2018-02-02,67.220001,67.790001,67.000000,67.220001,66.666405,9348300
2018-02-05,66.629997,67.209999,64.389999,64.389999,63.859707,12549500
2018-02-06,62.480000,65.419998,62.090000,65.220001,64.682877,13356700
2018-02-07,65.150002,66.839996,65.099998,65.629997,65.089500,8845700
2018-02-08,65.529999,65.709999,62.459999,62.490002,61.975361,14121800
2018-02-09,63.759998,66.050003,62.840000,65.489998,64.950653,13733300
2018-02-12,65.940002,66.820000,65.680000,65.980003,65.436615,9792200
2018-02-13,65.849998,66.230003,65.430000,65.870003,65.327522,9538400
2018-02-14,65.720001,68.029999,65.550003,67.959999,67.400307,8662600
2018-02-15,68.389999,68.760002,67.250000,68.290001,67.727592,7390200
2018-02-16,67.900002,69.000000,67.739998,68.300003,67.737518,6842100
2018-02-20,67.639999,67.970001,67.050003,67.489998,66.934181,4859100
2018-02-21,67.660004,68.019997,67.029999,67.050003,66.497810,5107900
2018-02-22,67.250000,67.480003,66.739998,67.129997,66.577141,6515800
2018-02-23,67.389999,68.160004,66.849998,68.160004,67.598663,4428500
2018-02-26,68.389999,69.809998,68.339996,69.650002,69.076385,6499500
2018-02-27,70.000000,70.250000,68.029999,68.029999,67.469734,6843100
2018-02-28,68.099998,68.300003,67.010002,67.029999,66.477966,6091800
2018-03-01,67.239998,67.669998,65.669998,66.320000,65.773811,7323900
2018-03-02,64.910004,66.089996,64.209999,65.889999,65.545013,8380500
2018-03-05,65.480003,65.489998,64.339996,65.050003,64.709419,8838400
2018-03-06,65.209999,65.360001,64.629997,65.239998,64.898422,6550100
2018-03-07,64.510002,64.790001,63.889999,64.169998,63.834026,6457600
2018-03-08,64.559998,65.250000,64.480003,65.110001,64.769104,5573000
2018-03-09,65.510002,66.510002,65.360001,66.300003,65.952881,5838400
2018-03-12,66.650002,67.610001,66.320000,66.820000,66.470154,7522700
2018-03-13,67.300003,67.690002,66.129997,66.169998,65.823555,5167300
2018-03-14,66.650002,66.900002,65.669998,66.199997,65.853394,6463800
2018-03-15,66.489998,66.610001,66.129997,66.389999,66.042404,5260800
2018-03-16,66.309998,66.690002,65.910004,65.910004,65.564919,12860900
2018-03-19,65.699997,66.339996,65.190002,65.709999,65.365959,7255600
2018-03-20,65.940002,66.870003,65.930000,66.800003,66.450256,6906200
2018-03-21,66.730003,67.209999,66.309998,66.349998,66.002617,5805200
2018-03-22,65.599998,66.150002,64.230003,64.419998,64.082718,12313300
2018-03-23,66.699997,67.110001,64.459999,64.629997,64.291611,17343800
2018-03-26,65.080002,66.059998,64.989998,65.900002,65.554970,10796000
2018-03-27,65.889999,67.639999,65.430000,66.169998,65.823555,9452500
2018-03-28,66.589996,67.150002,65.269997,65.440002,65.097382,7208400
2018-03-29,65.699997,66.550003,65.610001,66.440002,66.092148,10748300
2018-04-02,65.970001,66.050003,63.209999,64.120003,63.784290,12383900
2018-04-03,64.470001,66.730003,64.360001,66.699997,66.350777,8766400
2018-04-04,65.970001,68.500000,65.930000,68.419998,68.061775,10275800
2018-04-05,68.500000,69.779999,68.389999,69.589996,69.225647,9093300
2018-04-06,68.510002,69.309998,66.930000,67.550003,67.196327,9719300
2018-04-09,68.389999,68.550003,67.150002,67.180000,66.828262,6504500
2018-04-10,67.809998,67.879997,66.489998,67.000000,66.649208,10098900
2018-04-11,66.580002,67.199997,66.519997,66.830002,66.480103,5185500
2018-04-12,67.070000,68.000000,67.070000,67.769997,67.415176,5145300
2018-04-13,68.120003,68.330002,66.980003,67.250000,66.897903,4300200
2018-04-16,67.809998,67.980003,67.059998,67.059998,66.708893,6484400
2018-04-17,67.370003,67.669998,67.279999,67.510002,67.156540,5605700
2018-04-18,67.529999,67.739998,66.160004,66.199997,65.853394,7384000
2018-04-19,66.029999,66.300003,64.989998,65.730003,65.385864,8274300
2018-04-20,65.750000,66.110001,65.449997,66.089996,65.743965,10402800
2018-04-23,66.000000,67.029999,65.949997,66.879997,66.529839,6338400
2018-04-24,67.309998,67.510002,66.720001,66.970001,66.619370,8176100
2018-04-25,66.839996,67.000000,66.250000,66.669998,66.320938,5188900
2018-04-26,66.779999,68.290001,66.639999,68.050003,67.693718,5355200
2018-04-27,68.470001,70.000000,68.449997,69.559998,69.195808,7814900
2018-04-30,69.580002,69.809998,68.389999,68.389999,68.031937,6484100
2018-05-01,67.980003,68.209999,67.029999,68.099998,67.743454,4957800
2018-05-02,68.040001,68.559998,67.480003,68.260002,67.902611,5752100
2018-05-03,67.800003,67.849998,66.639999,66.900002,66.549736,6155900
2018-05-04,66.839996,68.330002,66.800003,68.099998,67.743454,5132900
2018-05-07,68.059998,69.419998,68.059998,69.339996,68.976952,5041600
2018-05-08,69.199997,69.230003,68.199997,68.459999,68.101563,6534900
2018-05-09,68.419998,68.470001,67.010002,67.949997,67.594231,7956300
2018-05-10,68.139999,68.269997,67.330002,67.919998,67.564392,4965200
2018-05-11,68.029999,68.529999,67.910004,68.430000,68.071724,4145100
2018-05-14,68.599998,68.889999,68.110001,68.839996,68.479568,3453800
2018-05-15,68.309998,69.519997,68.230003,69.500000,69.136116,5045000
2018-05-16,69.669998,71.510002,69.620003,71.339996,70.966484,9693000
2018-05-17,71.400002,71.599998,70.820000,70.940002,70.568588,6064700
2018-05-18,70.760002,71.589996,70.470001,71.320000,70.946594,5688100
2018-05-21,71.480003,71.699997,70.709999,71.379997,71.006271,5480700
2018-05-22,71.459999,72.190002,71.260002,71.309998,70.936646,5675300
2018-05-23,70.949997,71.919998,70.830002,71.339996,70.966484,6351200
2018-05-24,71.430000,72.279999,71.320000,72.180000,71.802086,5603700
2018-05-25,73.099998,73.489998,71.629997,72.250000,71.871719,5889700
2018-05-29,71.519997,71.610001,70.430000,70.919998,70.548683,5755600
2018-05-30,71.459999,72.290001,70.940002,72.230003,71.851830,5799900
