Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,17.219999,17.559999,17.075001,17.309999,17.309999,1317700
2018-10-16,17.410000,17.924999,17.230000,17.910000,17.910000,2569400
2018-10-17,17.940001,18.049999,17.350000,17.559999,17.559999,1292200
2018-10-18,17.430000,17.700001,17.014999,17.139999,17.139999,1751300
2018-10-19,17.290001,17.290001,16.680000,16.799999,16.799999,2235400
2018-10-22,16.820000,17.160000,16.760000,17.040001,17.040001,1653800
2018-10-23,16.709999,17.065001,16.389999,16.940001,16.940001,2386500
2018-10-24,17.000000,17.219999,16.719999,16.740000,16.740000,2162800
2018-10-25,16.860001,17.190001,16.750000,17.030001,17.030001,1799300
2018-10-26,16.770000,16.840000,15.950000,16.549999,16.549999,3200400
2018-10-29,16.860001,17.445000,16.375000,16.809999,16.809999,4068600
2018-10-30,19.840000,21.070000,19.160000,20.969999,20.969999,12470900
2018-10-31,20.799999,21.459999,19.809999,19.830000,19.830000,6971600
2018-11-01,19.830000,21.410000,19.510000,21.110001,21.110001,4580500
2018-11-02,21.100000,21.700001,20.940001,21.420000,21.420000,3477600
2018-11-05,21.940001,22.230000,21.360001,21.459999,21.459999,4608600
2018-11-06,21.299999,21.299999,20.511000,20.910000,20.910000,3881400
2018-11-07,20.840000,20.920000,20.209999,20.660000,20.660000,2820600
2018-11-08,20.580000,20.799999,20.309999,20.740000,20.740000,2708800
2018-11-09,20.510000,21.219999,20.450001,20.740000,20.740000,2850100
2018-11-12,20.730000,21.400000,20.559999,20.820000,20.820000,2975154
